query_raw	query_normalized	normalization_group_id	normalization_type	normalization_reason
подвески в автомобиль на зеркало	подвески в автомобиль на зеркало	QG_2559dc12fb19	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески в машину водолей	подвески в машину водолей	QG_373f408afd9c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески в машину на зеркало для девушки	подвески в машину на зеркало для девушки	QG_bfee953576bf	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески весы	подвески весы	QG_31a039da5a48	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески знаки зодиака	подвески знаки зодиака	QG_e522d4442e19	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески на зеркало	подвески на зеркало	QG_2eb429d79109	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески на зеркало авто	подвески на зеркало авто	QG_c113229141d5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески на зеркало для авто	подвески на зеркало для авто	QG_d84a6ecb3f3e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески обереги в машину на зеркало женские	подвески обереги в машину на зеркало женские	QG_8881084c7b7f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески с рунами	подвески с рунами	QG_852c2aea6e53	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвестка в машину	подвестка в машину	QG_3c7549b65e2b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвечка на зеркало	подвечка на зеркало	QG_ebfa3e6c2020	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвнска в мсшине зерколо	подвнска в мсшине зерколо	QG_0e1e4f77b8a1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
поддвеска славянские	поддвеска славянские	QG_755b4eb0ade1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подставка близнец	подставка близнец	QG_ab0deec936c5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подушка в машину дева	подушка в машину дева	QG_80caf30d956b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
полвеска телец	полвеска телец	QG_75c203c03925	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
посуда хорс	посуда хорс	QG_7bfbf1b278c4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
прикол в машину талисман	прикол в машину талисман	QG_9bf48fd34f44	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
прикольная талисман подвеска на зеркало в машину для машины в салон	прикольная талисман подвеска на зеркало в машину для машины в салон	QG_d17a28a0be12	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
провославный оберег в машину	провославный оберег в машину	QG_c190d34c4d55	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
путник оберег	путник оберег	QG_1d69b313eae1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
пушистая игрушка в машину на зеркало котенок	пушистая игрушка в машину на зеркало котенок	QG_4a1d0b5812a2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
рак	рак	QG_9d41210ad9ac	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
рак на присоске в машину	рак на присоске в машину	QG_b99dd2daa748	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
рака ловки	рака ловки	QG_76902649026d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
раки	раки	QG_7146f59841c4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
